Expo	Gaus	Uniform	Bimodal								Expo	Gaus	Uniform	Bimodal			Expo	Gaus	Uniform	Bimodal
0.00033	0.00077	0.00362	0.00276								-12.482011	-10.938086	-8.122901	-8.522783			0.916765	0.595231	0.013106	0.021667
0.0003	0.00066	0.00397	0.00277								-12.587279	-11.324067	-7.977428	-8.517068			0.884529	0.75882	0.000783	0.02117
0.00026	0.00067	0.00399	0.00254								-12.727635	-11.288978	-7.969116	-8.648512			0.818433	0.745426	-0.000279	0.027556
0.0003	0.00063	0.00439	0.0022								-12.587279	-11.429335	-7.839341	-8.842823			0.884529	0.796974	0.007778	0.014542
0.00027	0.00049	0.00386	0.00215								-12.692546	-11.920583	-8.023149	-8.871397			0.837792	0.925652	0.005965	0.00995
0.00034	0.0005	0.00418	0.0021								-12.446922	-11.885494	-7.906482	-8.899972			0.924744	0.919709	0.0042	0.004577
0.00028	0.00038	0.00397	0.0019								-12.657457	-12.306566	-7.977428	-9.073678			0.85517	0.944852	0.000783	0.033892
0.00026	0.00053	0.00376	0.00163								-12.727635	-11.780226	-8.064713	-9.331571			0.818433	0.898506	0.009661	0.070659
0.00018	0.00041	0.00417	0.00139								-13.00835	-12.201297	-7.909679	-9.560811			0.568634	0.949208	0.003942	0.07011
0.00026	0.00041	0.00384	0.00153								-12.727635	-12.201297	-8.031462	-9.427088			0.818433	0.949208	0.006783	0.074835
0.00018	0.00043	0.0039	0.0015								-13.00835	-12.131119	-8.006524	-9.455742			0.568634	0.947743	0.004213	0.07492
0.00022	0.00033	0.0037	0.00126								-12.867992	-12.482011	-8.089651	-9.684981			0.717783	0.916765	0.011392	0.05262
0.00019	0.00032	0.00388	0.00128								-12.97326	-12.5171	-8.014837	-9.665878			0.611547	0.907458	0.005109	0.056236
0.00028	0.00031	0.00386	0.00129								-12.657457	-12.552189	-8.023149	-9.656327			0.85517	0.896745	0.005965	0.057914
0.00019	0.00025	0.00393	0.00111								-12.97326	-12.762724	-7.994054	-9.828255			0.611547	0.79694	0.0028	0.01303
0.00019	0.00032	0.00365	0.00094								-12.97326	-12.5171	-8.110432	-10.341569			0.611547	0.907458	0.012544	0.286517
0.00012	0.00028	0.00416	0.00083								-13.218885	-12.657457	-7.912876	-10.727551			0.194206	0.85517	0.003675	0.49295
0.00022	0.00023	0.00368	0.00087								-12.867992	-12.832903	-8.097964	-10.587193			0.717783	0.746825	0.011885	0.420495
0.00018	0.00027	0.0042	0.00096								-13.00835	-12.692546	-7.900087	-10.271391			0.568634	0.837792	0.004692	0.246713
0.00026	0.00024	0.00363	0.00061								-12.727635	-12.797814	-8.118745	-11.499512			0.818433	0.773136	0.01293	0.820609
0.00013	0.00018	0.00348	0.00061								-13.183795	-13.00835	-8.181091	-11.499512			0.274594	0.568634	0.014393	0.820609
0.00012	0.00018	0.00382	0.00066								-13.218885	-13.00835	-8.039774	-11.324067			0.194206	0.568634	0.007563	0.75882
0.00016	0.00011	0.00402	0.00052								-13.078529	-13.253973	-7.957637	-11.815316			0.468888	0.103764	-0.000951	0.906115
0.00017	0.00013	0.00354	0.00043								-13.043438	-13.183795	-8.156153	-12.131119			0.52126	0.274594	0.014118	0.947743
0.00025	0.00012	0.004	0.00041								-12.762724	-13.218885	-7.96496	-12.201297			0.79694	0.194206	-0.000825	0.949208
0.00021	0.00012	0.00411	0.00036								-12.903081	-13.218885	-7.928862	-12.376744			0.685759	0.194206	0.002216	0.937028
0.00015	0.0001	0.00387	0.00039								-13.113616	-13.289063	-8.018993	-12.271477			0.410866	0.00135	0.005542	0.947239
0.0001	0.00007	0.00366	0.00025								-13.289063	-13.289063	-8.106276	-12.762724			0.00135	-0.513224	0.012335	0.79694
0.00012	0.00012	0.004	0.00028								-13.218885	-13.218885	-7.96496	-12.657457			0.194206	0.194206	-0.000825	0.85517
0.00009	0.00007	0.00439	0.00016								-13.289063	-13.289063	-7.839341	-13.078529			-0.150653	-0.513224	0.007778	0.468888
0.0001	0.00005	0.0043	0.00015								-13.289063	-13.289063	-7.868115	-13.113616			0.00135	-0.99865	0.006668	0.410866
0.00012	0.00006	0.00386	0.00026								-13.218885	-13.289063	-8.023149	-12.727635			0.194206	-0.735615	0.005965	0.818433
0.00012	0.00009	0.00416	0.0002								-13.218885	-13.289063	-7.912876	-12.938171			0.194206	-0.150653	0.003675	0.650458
0.00021	0.00002	0.00411	0.00014								-12.903081	-13.289063	-7.928862	-13.148707			0.685759	-2.320579	0.002216	0.346421
0.00017	0.00007	0.00386	0.00017								-13.043438	-13.289063	-8.023149	-13.043438			0.52126	-0.513224	0.005965	0.52126
0.00021	0.00004	0.00386	0.00007								-12.903081	-13.289063	-8.023149	-13.289063			0.685759	-1.320578	0.005965	-0.513224
0.0001	0.00005	0.00403	0.00015								-13.289063	-13.289063	-7.95444	-13.113616			0.00135	-0.99865	-0.000565	0.410866
0.00007	0.00005	0.0044	0.00013								-13.289063	-13.289063	-7.836143	-13.183795			-0.513224	-0.99865	0.007863	0.274594
0.00007	0.00007	0.00402	0.00008								-13.289063	-13.289063	-7.957637	-13.289063			-0.513224	-0.513224	-0.000951	-0.320579
0.00698	0.00005	0.00409	0.00089								-7.164421	-13.289063	-7.935257	-10.517015			0.001864	-0.99865	0.001574	0.383107
